Nombre_Restaurante,Rating,Cantidad_Reseñas,Precio,Tipo_Cocina,Resena
$1.50 Fresh Pizza,4.3,341,Bajo,"pizza, fast food",If you are in New York make sure to stop... | Nice cheep pizza
Pomodoro Rosso,4.1,363,Medio,italian,"Restaurant is about 5 blocks from Lincoln Center, but in the West 70s, so there... | Great Italian Food and Great Service"
Ponche Taqueria & Cantina,4.7,113,Bajo,"mexican, latin, south american, central american",But everything we had was delicious and not spicy. You can have it anyway you... | ... had everything from nachos to tacos.
Portale Restaurant,4.4,55,Muy Alto,"italian, tuscan, central-italian","Outstanding was the cappellacci with goat cheese. Also good was the Insalata... | NOT, in my opinion Michelin worthy"
Porteno,4.4,178,Medio,"latin, argentinean","For appetizers, we ordered their 3 empanadas. The beef was my favorite and my... | Nice little wine bar & restaurant"
Pret A Manger,4.3,862,Bajo,"cafe, fast food, soups",Definitely encourage you to try them... | A mission and a sub
Prime Catch,3.9,34,Medio,"american, steakhouse, seafood, contemporary","... steaks, seafood and Italian options... | Nice Steak, but pricey"
Prince Street Pizza,4.4,492,Bajo,"italian, pizza, fast food",The pizza at Prince Street is different from your typical new york slice. I got... | Good choice for a slice or two on the go.
Prune,4.3,459,Medio,"american, international",Hands down best brunch in NYC! My husband and I were on a quest to find the... | Compact Space Reminded Us of a Parisian Cafe
Puglia Restaurant,4.0,505,Medio,"italian, pizza","Mixed salad was very good (wasn't expecting how big) with great dressing, eve... | It was interesting"
Pure Thai Cookhouse,4.6,1563,Medio,thai,"One Thai food and service in NYC, My... | Great Thai food"
Puttery New York City ,3.7,10,Medio,"american, bar, pub, gastropub",great time! | Ellie made it worth the visit!
Pylos,4.5,418,Medio,greek,Best Greek food in Manhattan. | A must visit!
Quality Bistro,4.3,122,Medio,"french, american, steakhouse","... of dishes including escargot, crab cakes, scallops, branzino and much mor... | We had escargot onion soup, pork chop,..."
Quality Italian,4.2,911,Muy Alto,"italian, steakhouse","If you like chicken parm, be sure to try... | Nice place for family dinner. Food to be shared!"
Quality Meats,4.3,2485,Muy Alto,steakhouse,Nice but not worth the price | Great new experience
R Lounge,4.2,619,Medio,contemporary,It is like being in the middle of everything without being in the crowd of... | Go for one beer (for $11)
RA Sushi Bar Restaurant,4.1,812,Medio,"japanese, sushi, asian",Top quality sushi and the appetisers were delicious. The service was very good... | The teriyaki salmon was slightly less i...
Radio City Pizza,4.2,131,Bajo,"italian, pizza, fast food",The pizza was so tasty and one slice was enough to put you on for a few hours... | PIzza Anyone!!
Rafele,4.6,1268,Medio,"italian, pizza","I had the branzino, one friend had the steak special and the third had pasta... | ... seafood pasta, flatbread (called pi..."
Rainbow Room,4.4,703,Muy Alto,"american, contemporary",Building which is what the rainbow room is all about. The food and wine was... | Exceptional setting
Rancho Tequileria,4.3,187,Medio,"mexican, central american",... to burritos ❤️❤️❤️ Gorgeous guacamole… and they gave me a whole ramekin o... | Great Mexican Restaurant
Randolph's Bar & Lounge,3.9,363,Medio,"american, bar",Street entrance but also connected to the lobby at the Warwick Hotel. Excellent... | Limited hours but good bar
Raoul's,4.4,444,Muy Alto,french,"We also had the cheese tart & the burger (so delicious! ). A soho classic to... | Good food, but..."
Rare Chelsea,4.0,403,Medio,"american, bar",The rooftop does not accept reservations. RARE Skyline View Rooftop Bar is... | Just had drinks
Rasa,4.3,104,Medio,"asian, thai, malaysian","... years we have visited Rasa for their Char Kuey Teow and Sarawak Laksa. | Our favorites are their roti canai, nas..."
Real Kung Fu Little Steamed Buns Ramen,4.3,514,Bajo,"chinese, japanese, asian, soups, shanghai","... we would certainly return for the soup dumplings, wonton soup and ramen. | Great food and service"
Red Bamboo,4.5,328,Medio,"international, healthy","This restaurant has plenty of vegan, vegetarian and gluten-free options. | The chefs at red bamboo will trick your..."
Red Lobster,4.0,3752,Medio,"american, seafood","... in delicious garlic dressing, a lobster tail, fries and some other dressing. | The red lobster was great"
Red Rooster Harlem,4.2,2661,Medio,"american, bar",Speaking of .. the lobster roll was EVERYTHING. | A Soulful Experience with Some Hits and Misses
RedFarm,4.4,711,Medio,"chinese, asian, shanghai, hong kong","Signature pacman dumplings were incredible, and entrees were great. | Please open a branch near us"
Redeye Grill,4.1,1239,Muy Alto,"american, seafood, sushi","Salmon with Ava ado roll Steak sandwich. | So, I decided on the filet mignon... gr..."
Reichenbach Hall,3.9,436,Medio,"german, bar, european, pub, central european","Food and drinks are affordable, authentic, and delicious. Place is spacious... | Enjoyable German Beer"
Remedy Diner,4.1,291,Bajo,international,On holiday with family in East Village NYC. Had breakfast on our first morning... | A diner is as a diner does
Reserve Cut,4.2,197,Muy Alto,"american, steakhouse",Not Reserve Cut. This is the place you can go for the most sophisticated... | Lovely and busy with good waiter service
Restaurant Nippon ,4.0,88,Muy Alto,"japanese, sushi",Carrying an infant in NYC is not easy task but the staff at Nippon made our... | The shabu-shabu was delicious.
Rh Rooftop Restaurant At Rh New York,4.2,204,Medio,american,"Line cooks, staff, and Maitre d were all on point. RH, well done. We look... | The truffle grilled cheese and chicken..."
Ribalta,4.5,974,Medio,"italian, pizza, neapolitan",Excellent true Italian top notch pizza. | Lively restaurant with an up tempo...
Ricardo Steakhouse,4.4,153,Medio,"american, steakhouse",We were there the celebrate a birthday. Perfect ambiance complete with great... | Great food- loud music
Riposo 72,3.9,30,Medio,"contemporary, wine bar",The manchego and charcuterie arrived first. The charcuterie had very generous... | NYC MARATHON DRINKS
Risotteria Melotti NYC,4.4,208,Medio,italian,Rice based gluten free | 100% gluten free. It feels like Italy...
Robert,4.4,1717,Muy Alto,"american, european",Fantastic food and cocktails in great setting with great service | A Lovely Place
Rocco Steakhouse,4.4,244,Muy Alto,"italian, steakhouse","Salmon, Parmesan chicken and a house burger. | A great, vibrant steakhouse."
Rosa Mexicano,4.1,1449,Medio,"mexican, latin, central american","Guacamole, salsa, and chips started our meal and a variety of street tacos and... | Good spicy restaurant"
Rosemary's East Restaurant,3.8,20,Medio,"italian, pizza",The Fussili alla Napoletana is one of the best pasta dishes I have ever had. | I ordered the arugula salad and the...
Rosemary's West Village,4.2,722,Medio,italian,"... stunning focaccia) and then three pasta dishes, followed by two desserts ... | Relaxed Dining with Refined Flavors at Rosemary’s West Village"
Rosetta Bakery,4.7,79,Bajo,"italian, cafe","Excellent service, authentic Italian pastries, and very good cappuccino!” | A great breakfast spot!"
Rosie O'Grady's,3.9,2346,Medio,"steakhouse, seafood","The food and service was amazing. Yes it was expensive because of the location... | Excellent food, good service"
Rosie's,4.4,137,Medio,"mexican, latin","... beans, salsa, queso fresco & tortillas) that were amazingly fresh and del... | Great margaritas, tacos, ambiance and s..."
Rossini's Restaurant,4.3,514,Muy Alto,"italian, american, seafood, contemporary",I had chicken parm with fettuccine as a side. | Food is better than Service
Route 66 Cafe,4.1,401,Medio,american,Route 66 is very popular with those living in the neighborhood as well with... | accommodating staff
Rowland's Bar & Grill,3.8,150,Medio,"american, gastropub","Ate a nice lunch in basement of Macy’s. on a Saturday morning found plenty of... | Good burger, convenient location within Macy’s"
Roxy Bar,4.6,159,Medio,"american, bar",We stayed at the Roxy because of its location.....the music was totally... | I met up with an old friend and our waitress was amazing
Royal 35 Steakhouse,4.6,642,Muy Alto,"italian, steakhouse, seafood",... the main courses we recommend filet mignon and either the New York strip ... | Love the Salad and steak
Rubirosa,4.5,1380,Medio,"italian, pizza","A lively restaurant serving excellent pasta and thin-crust pizza. | We ordered a calamari appetiser, pasta..."
Ruby Tuesday,3.9,2191,Medio,"american, bar","We ate in this restaurant a few times whilst in New York, The servers are very... | For a Quick Bite"
Rue 57,4.0,2583,Medio,"french, japanese, american",Would recommend the tuna tartare. | Good quality and nice ambience
Rumours Pub,4.2,113,Medio,"irish, bar, pub","A proper pub | Great Bar, lovely staff"
Russ & Daughters,4.5,1228,Medio,"american, deli, eastern european","Short wait to get in , only allowed 5 people at a time.food is as good as... | Potato Latkes!"
Russ & Daughters Cafe,4.5,718,Medio,"american, cafe",My potato latkes with apple sauce and my husband's borscht were delicious. | Fabulous breakfast
Russian Samovar,4.1,351,Medio,"european, russian, eastern european, ukrainian","What to say, typical russian ambience, with live music and really tasty food. I... | We loved how authentic the vareniki, bo..."
Russian Vodka Room,4.3,189,Medio,"european, russian","Nice bar, delicious vodka lol and you can really fell little russian atmosphere... | Great food/drink, service needs improvement"
Ryan Maguire's Bar & Restaurant,4.4,127,Medio,"american, irish, bar, pub, gastropub","Second, the staff was VERY attentive. (John was a great waiter.) Third, my... | Decent pub grub"
SESAMO - Italian Restaurant Hell's Kitchen NYC with Asian Influences,4.7,33,Medio,"italian, bar, seafood, international, mediterranean, pub, wine bar",Great food! | One of my favs in NYC
STATE Grill and Bar,4.4,372,Medio,"american, steakhouse, contemporary",An enjoyable oasis in a busy part of the city. | Great food and impeccable service
STK Steakhouse,3.8,1063,Muy Alto,"american, steakhouse",Steak and Lobster for the win | Better to Avoid
Saar Indian Bistro,4.5,142,Medio,indian,"We also loved the paneer and Tandoori chicken appetizer, which were perfectly... | ... the butter chicken and lamb chops."
Sabai Thai Restaurant,4.5,95,Medio,"asian, thai",We definitely will plan on going back to Sabai next time we are in the area... | Great curry!
Sacco Pizza,4.6,138,Bajo,"italian, pizza","Have a slice and you’ll know why. You can walk up for a slice, stand at the... | Authentic NYC slice."
Sachi Asian Bistro,4.2,70,Medio,"french, japanese, sushi, asian, fusion, gastropub","We were really happy with the service, value of food and the proximity with our... | Very good quality. Worth the visit."
Sadelle's New York,4.3,403,Medio,american,"Had whitefish salad, bagels, potato pancakes, blintzes, all at their highest... | Great breakfast, a pit pricey"
Saigon Shack,4.4,284,Bajo,"asian, vietnamese",But probably will try other appetizers. GRILLED PORK CHOPS PHO: omg it is soo... | Good pho
Saitong Thai,4.9,27,Medio,"asian, thai",Pre play meal. | Delicious Thai Upgrade
Sakagura,4.4,517,Medio,"japanese, asian",For the saké lover or person who wants sashimi of fresh fish flown in from Tokyo | Nice place for Japanese meals.
Sake Bar Hagi,4.2,253,Medio,"japanese, asian","Highly recommend the takoyaki, bbq eel over rice (I love you and can eat you... | Early dinner"
Sala Thai,4.5,77,Medio,"asian, thai",Sticky rice with mango please | The Branzino and Pad Thai Bolan were...
Salinas,4.2,353,Medio,spanish,Four of us recently ate at salinas without any prior knowledge about the food... | Fun night
Salumeria Rosi,4.2,413,Medio,italian,"Quality of the ingredients is everything because there is not a lot of ""sauce... | ... for 2 pasta dishes, 1 salad, 2 cock..."
Sam's Place,4.2,313,Medio,italian,"... the evening and they were worth it, a chicken dish and a salmon/pasta dish. | Sans the veal chop of course."
San Carlo Osteria Piemonte,4.7,804,Medio,"italian, pizza",The menu and the food of San Carlo is... | Lunch special
San Marino Ristorante soho,4.5,113,Medio,"italian, seafood","I stayed at the hotel for a week. During my stay, all my breakfast was at San... | Excellent Italian restaurant in Soho"
San Marzano,4.3,117,Medio,italian,Great Italian restaurant | The other thing is all the pasta is fresh...
San Matteo Pizza Espresso Bar,4.5,400,Medio,"pizza, italian",How much can you possibly say about pizza? All I can do is recommend San Matteo... | Great pizza and vibes
San Matteo Pizzeria e Cucina,4.3,133,Medio,"italian, pizza","To be honest it's hard to find a bad pizza in NYC. There are so many options, a... | Salerno in the world"
Sant Ambroeus Lafayette,4.3,123,Medio,"italian, european","After long walk in Soho, I found this place right of Lafayette. The place was... | Cute restaurant with a good menu, but they just need to season their food a little bit more."
Sant Ambroeus Madison,4.3,495,Muy Alto,"italian, european",Too much Pasta and not enough Bolgonese sauce for my taste. | After 3 decades very disappointed
Sarabeth's Central Park South,4.0,3517,Medio,american,We paid $77 for avacado toast and French toast. | It’s directly across Central Park so we...
